num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.930979658143245	75
64	64	0.8	0.930471924573908	107
64	256	0.5	0.933842970160096	100
64	256	0.8	0.931864838059227	91
64	512	0.5	0.93332796720476	103
64	512	0.8	0.931853438340275	99
64	1024	0.5	0.933466415965369	120
64	1024	0.8	0.931599108958315	130
64	2048	0.5	0.933129050369708	213
64	2048	0.8	0.932690706393993	124
128	64	0.5	0.931031700338463	96
128	64	0.8	0.930313220660494	87
128	256	0.5	0.933675576026146	99
128	256	0.8	0.931751699978958	137
128	512	0.5	0.933612993221231	103
128	512	0.8	0.932399534442087	103
128	1024	0.5	0.93431134991705	103
128	1024	0.8	0.931085064240225	85
128	2048	0.5	0.932735380075221	147
128	2048	0.8	0.9317233163309	122
256	64	0.5	0.931799281414586	226
256	64	0.8	0.930514384396673	112
256	256	0.5	0.932238021902263	88
256	256	0.8	0.930088464462483	72
256	512	0.5	0.933711460358849	87
256	512	0.8	0.93397718945976	98
256	1024	0.5	0.933893062838159	103
256	1024	0.8	0.932518554116481	147
256	2048	0.5	0.932735380075221	147
256	2048	0.8	0.9317233163309	122
384	64	0.5	0.929526276583484	199
384	64	0.8	0.930410828688857	221
384	256	0.5	0.933066004967502	73
384	256	0.8	0.9315840415037	121
384	512	0.5	0.933404295757745	117
384	512	0.8	0.934160179730943	108
384	1024	0.5	0.933893062838159	103
384	1024	0.8	0.932518554116481	147
384	2048	0.5	0.932735380075221	147
384	2048	0.8	0.9317233163309	122
512	64	0.5	0.931250244515711	238
512	64	0.8	0.930997600309597	282
512	256	0.5	0.933112925549856	71
512	256	0.8	0.930148932536926	105
512	512	0.5	0.933647357591407	106
512	512	0.8	0.934146632238854	108
512	1024	0.5	0.933893062838159	103
512	1024	0.8	0.932518554116481	147
512	2048	0.5	0.932735380075221	147
512	2048	0.8	0.9317233163309	122
