Feature	Gain	Cover	Frequency
ctrx_quarter	0.191523901647277	0.0870452444234073	0.0115288220551378
mcaja_ahorro	0.114454055419224	0.0736119273263356	0.012531328320802
Visa_status	0.0603838912807904	0.0106145892175593	0.00334168755221387
mtarjeta_visa_consumo	0.0490634941370387	0.0553350886744806	0.0142021720969089
mcuentas_saldo	0.031726001220947	0.0355324463505935	0.0158730158730159
cdescubierto_preacordado	0.0255475362521326	0.00749555380081106	0.00601503759398496
cpayroll_trx	0.0240795174740093	0.0618502946822554	0.0145363408521303
ctarjeta_visa_transacciones	0.0201235115414752	0.0365625834542321	0.00902255639097744
mcuenta_corriente	0.0155625860167498	0.012854014571772	0.0183792815371763
mcuentas_saldo_lag1	0.0131615147087041	0.00171552759839234	0.00317460317460317
foto_mes	0.0117311132019715	0.00697104702146238	0.0187134502923977
mpayroll	0.010820421023117	0.0394598328027407	0.00835421888053467
mprestamos_personales	0.00968387303342712	0.0148929238407565	0.0148705096073517
mcaja_ahorro_lag1	0.00939911567792813	0.00834257783026004	0.00584795321637427
cprestamos_personales	0.00859378040909105	0.001409496549718	0.00284043441938179
Visa_status_ma3	0.00762220672788053	0.0116888543324428	0.00267335004177109
ctarjeta_visa	0.00759341706289183	0.00278256956325679	0.00167084377610693
ctrx_quarter_delta2	0.00725639736294268	0.00826488148991516	0.00868838763575606
Master_status	0.00716955893898451	0.00643497861803524	0.00133667502088555
mpasivos_margen	0.00691650813050105	0.0136240822572062	0.0076858813700919
ctrx_quarter_delta1	0.00671910818305575	0.0188160536768453	0.0121971595655806
Visa_mpagominimo	0.00657562235404623	0.0335478744227537	0.012531328320802
cproductos	0.00617758073820942	0.0199528779505062	0.0100250626566416
Visa_mpagominimo_delta1	0.00526806142982072	0.00760700510649857	0.00668337510442774
ccomisiones_mantenimiento_delta3	0.00496414910296153	0.00607202678970077	0.00701754385964912
cproductos_delta3	0.00465887867515386	0.00828600412852466	0.0075187969924812
mpayroll_sobre_edad	0.004485385671464	0.0285790937546536	0.00685045948203843
mprestamos_personales_ma3	0.0043607895057114	0.00166846907070737	0.00317460317460317
mrentabilidad_annual_lag3	0.00431402909824264	0.00469952023352975	0.00601503759398496
mprestamos_personales_delta2	0.00423189400863801	0.0041793355566403	0.00701754385964912
cproductos_delta2	0.00409209113880355	0.00339254591873688	0.0050125313283208
mcomisiones_lag3	0.00397548294364258	0.0101616787203119	0.00651629072681704
mcuenta_corriente_delta3	0.00393061761944371	0.00260721007893338	0.00802005012531328
cprestamos_personales_delta2	0.00389692053831221	0.00203339203970886	0.00267335004177109
mcuenta_corriente_delta2	0.00383724997337184	0.000936845176920025	0.0051796157059315
mpasivos_margen_ma3	0.00382277664678793	0.00545671656686758	0.00534670008354219
Visa_cconsumos	0.00381635325822354	0.0037529765206368	0.0050125313283208
ctarjeta_visa_delta3	0.00354996187216949	0.00192819795962711	0.000334168755221387
internet_ma3	0.00353381804647819	0.00447222348465451	0.00685045948203843
Visa_msaldototal	0.00346288221120229	0.00338233658883695	0.00451127819548872
ctrx_quarter_lag1	0.00344974335345371	0.00365271029222259	0.00467836257309942
mprestamos_personales_delta1	0.00336028196932108	0.00346030142342551	0.00534670008354219
mcomisiones_delta3	0.00318635324576826	0.00103428239281546	0.00300751879699248
cproductos_delta1	0.00318602239796157	0.00659179235362447	0.00484544695071011
mtarjeta_visa_consumo_lag1	0.00315616523930273	0.00150240210667132	0.00217209690893901
cdescubierto_preacordado_delta2	0.003066723351619	0.00250719597316263	0.00183792815371763
mrentabilidad_annual	0.00305722644296721	0.00107308963398734	0.00384294068504595
cprestamos_personales_delta3	0.00291036170696853	0.00513704470088628	0.00551378446115288
