num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.932354133822259	144
64	64	0.8	0.93229815955007	141
64	256	0.5	0.933134469366543	103
64	256	0.8	0.932998003165751	132
64	512	0.5	0.932383343536908	107
64	512	0.8	0.933255009003465	131
64	1024	0.5	0.932921212015476	157
64	1024	0.8	0.933312304982199	144
64	2048	0.5	0.9327501171032	153
64	2048	0.8	0.933587748626218	203
128	64	0.5	0.931930989471814	136
128	64	0.8	0.932237658432964	105
128	256	0.5	0.932977582799628	112
128	256	0.8	0.932914801738731	114
128	512	0.5	0.932292575339916	99
128	512	0.8	0.932856514480088	114
128	1024	0.5	0.933071490049664	85
128	1024	0.8	0.932685948250431	147
128	2048	0.5	0.932552720230675	154
128	2048	0.8	0.934419564640438	202
256	64	0.5	0.930923056060447	113
256	64	0.8	0.930595074581257	182
256	256	0.5	0.933333452286922	103
256	256	0.8	0.933982476285941	109
256	512	0.5	0.933878854492798	105
256	512	0.8	0.931614639010222	94
256	1024	0.5	0.932965092672776	100
256	1024	0.8	0.933382157173113	139
256	2048	0.5	0.932552720230675	154
256	2048	0.8	0.934419564640438	202
384	64	0.5	0.931247601102621	197
384	64	0.8	0.932396494517033	253
384	256	0.5	0.932194141244963	126
384	256	0.8	0.93150447476968	128
384	512	0.5	0.933445004319337	115
384	512	0.8	0.932344485364479	138
384	1024	0.5	0.932965092672776	100
384	1024	0.8	0.933382157173113	139
384	2048	0.5	0.932552720230675	154
384	2048	0.8	0.934419564640438	202
512	64	0.5	0.931321682754479	321
512	64	0.8	0.932867550729741	327
512	256	0.5	0.9325622365178	60
512	256	0.8	0.932205177494615	117
512	512	0.5	0.933456965763571	115
512	512	0.8	0.931605981832351	98
512	1024	0.5	0.932965092672776	100
512	1024	0.8	0.933382157173113	139
512	2048	0.5	0.932552720230675	154
512	2048	0.8	0.934419564640438	202
