Feature	Gain	Cover	Frequency
ctrx_quarter	0.142756384346432	0.0755141420342653	0.0104427736006683
mcaja_ahorro	0.0910623644198425	0.0597246596363992	0.0108604845446951
mtarjeta_visa_consumo	0.0731565150702143	0.0556003609876452	0.0147591200222779
Visa_status	0.0534131997742315	0.00687718036056984	0.00431634642160958
cpayroll_trx	0.0280553634251365	0.0501227479864668	0.011417432470064
mcuentas_saldo	0.0280155000081494	0.0397520956817579	0.0162907268170426
mcaja_ahorro_lag1	0.0227880893373584	0.0119376685708511	0.00640490114174325
ctarjeta_visa_transacciones	0.0195280786924626	0.0314619304707207	0.00807574491785018
ctrx_quarter_lag1	0.0181820511288514	0.00262601746018725	0.00236702868281816
mpayroll	0.0171499911690147	0.0379714253360908	0.00793650793650794
mprestamos_personales	0.0155894405136087	0.0153058919960956	0.0150375939849624
cdescubierto_preacordado	0.0150873800385132	0.00823652979365055	0.00529100529100529
cdescubierto_preacordado_delta2	0.0136819942154247	0.004068441598858	0.00153160679476469
foto_mes	0.0132176281744722	0.0066992690528752	0.0194931773879142
cproductos	0.0126914661446681	0.0242966102200958	0.00974658869395711
mpasivos_margen	0.0117981672843212	0.0137826147843441	0.00765803397382345
mcuenta_corriente	0.00940857293513474	0.0129408446044621	0.0148983570036202
mcuenta_corriente_delta1	0.00800595039628501	0.000198953037609297	0.00181008075744918
Master_status_ma3	0.0077343467400497	0.00958267433206771	0.00236702868281816
ctrx_quarter_delta1	0.00727473467354403	0.0203429069049957	0.0101642996379838
mcuenta_corriente_lag1	0.00717832732369479	0.00261748437168561	0.00640490114174325
ctarjeta_visa	0.00716179289297395	0.000851857879649113	0.00222779170147591
cprestamos_personales	0.00703169690771834	0.00138159499018042	0.00264550264550265
Visa_status_ma3	0.00615122085239626	0.00676147476313564	0.00194931773879142
mcuenta_corriente_delta2	0.00598171169983261	0.000703454953991891	0.00459482038429407
ctarjeta_visa_delta2	0.00597139332505817	0.00171985714190767	0.000696184906711222
mpayroll_sobre_edad	0.00573162045453095	0.0299828919149289	0.00598719019771651
mcomisiones_lag3	0.00511409449189117	0.00934824426814361	0.00765803397382345
ctrx_quarter_delta2	0.00502234482157678	0.0113349364821314	0.00696184906711222
Visa_mpagominimo	0.00497528877616827	0.0279555592392608	0.00974658869395711
mrentabilidad_annual_lag3	0.00453011121597592	0.00417171562107867	0.00640490114174325
cprestamos_personales_delta3	0.00441386063694243	0.00409544134322942	0.00362016151489836
Visa_mpagominimo_delta1	0.00400974903718049	0.0076257163838055	0.00570871623503202
mcuentas_saldo_delta2	0.00391854275723922	0.00479463905406353	0.00682261208576998
cproductos_delta3	0.00384212286399817	0.00837662817194943	0.00793650793650794
Visa_mpagominimo_ma3	0.00381764359126915	0.00669423849026741	0.00570871623503202
mcomisiones_mantenimiento_delta3	0.00347866923366031	0.00390061267602016	0.00487329434697856
ccomisiones_mantenimiento_delta3	0.00339555761681286	0.00516419539769214	0.00473405736563631
mcuenta_corriente_delta3	0.00322164139918283	0.0012661019891586	0.00459482038429407
ctarjeta_visa_transacciones_delta3	0.00319040158153164	0.0112374902590649	0.00640490114174325
mpasivos_margen_ma3	0.00313413570432195	0.00298094717064457	0.0025062656641604
internet_ma3	0.00312020549586823	0.00447101416532819	0.0075187969924812
mprestamos_personales_delta1	0.00299283036558826	0.00440042418405477	0.00556947925368978
cproductos_delta2	0.00292997470111117	0.0039345164888834	0.00459482038429407
ctrx_quarter_delta3	0.00276116065014876	0.00278757478886007	0.00556947925368978
Visa_msaldototal	0.00276084357192489	0.00311899399356405	0.00417710944026734
mrentabilidad_annual_ma3	0.00261250352890304	0.00169893234001982	0.00431634642160958
cdescubierto_preacordado_ma3	0.00258104746735251	0.000956907081913097	0.00181008075744918
mcomisiones_delta3	0.00256572191068755	0.000619447481642559	0.00348092453355611
mcuentas_saldo_delta3	0.00254539044303112	0.00585413453476739	0.00710108604845447
mtarjeta_master_consumo	0.0025401489704748	0.00884679842518889	0.00417710944026734
mtarjeta_visa_consumo_ma3	0.00252595808100862	0.00255413595570866	0.00208855472013367
mcuentas_saldo_lag2	0.00245523124402047	0.00176968974096799	0.0037593984962406
mprestamos_personales_ma3	0.00236577512342171	0.00115443306610434	0.00264550264550265
mprestamos_personales_delta2	0.00224311127732191	0.00601156749304017	0.00417710944026734
cproductos_delta1	0.00219921969377495	0.00568904013328371	0.00445558340295182
Visa_mpagominimo_lag1	0.00216947269461534	0.00626293351866497	0.00362016151489836
mrentabilidad_annual	0.00214480813674659	0.0010812999002479	0.00362016151489836
mrentabilidad_annual_delta1	0.00214371232494056	0.00412032841075287	0.00612642717905876
cprestamos_personales_delta1	0.0021000565673737	0.000757135548116163	0.000974658869395711
internet	0.00209845595446617	0.00315175510071079	0.00306321358952938
Visa_mpagominimo_delta2	0.00208886204844343	0.000579274732069459	0.00334168755221387
chomebanking_transacciones_ma3	0.00207291505796845	0.000504103298109394	0.00487329434697856
