Feature	Gain	Cover	Frequency
ctrx_quarter	0.179164377845468	0.0779008027685293	0.0114237614237614
mcaja_ahorro	0.0973977129052197	0.0571357767052396	0.0133477633477633
mtarjeta_visa_consumo	0.056132486676792	0.0469183009423121	0.0153920153920154
cdescubierto_preacordado_delta2	0.0423988149103099	0.00429453814578255	0.00228475228475229
mcuenta_corriente	0.0388314402693161	0.0132469294754414	0.0168350168350168
mcuentas_saldo	0.0347686852808897	0.0450836448989146	0.0192400192400192
ctrx_quarter_lag1	0.0254324024721848	0.00801045961568352	0.00481000481000481
cpayroll_trx	0.0241793634409659	0.05309734428426	0.0113035113035113
foto_mes	0.0223829654139291	0.0310939932026076	0.0393217893217893
mprestamos_personales	0.0206259777866537	0.0188594198375133	0.0161135161135161
ctarjeta_visa	0.0205596563006522	0.00281770113027445	0.00228475228475229
mpayroll	0.0157602509399322	0.0486583618973025	0.0111832611832612
Visa_status	0.0139887339796781	0.0087020553330699	0.00276575276575277
Visa_msaldototal	0.0110185185240635	0.00369008991265473	0.00517075517075517
ctarjeta_visa_transacciones	0.0103661932820518	0.0307387381547178	0.00998075998075998
mpasivos_margen	0.00974806578611556	0.0118339723669453	0.0082972582972583
mcaja_ahorro_lag1	0.00840414779782021	0.0093350769428284	0.00673400673400673
cdescubierto_preacordado	0.00797027293974828	0.0109825655391098	0.0070947570947571
cproductos_delta2	0.00790641199223379	0.00870913797987232	0.00793650793650794
Visa_mpagominimo	0.0068799877483559	0.0263853104297031	0.0108225108225108
cprestamos_personales_delta2	0.00636909654612859	0.00641560374514899	0.00553150553150553
ctrx_quarter_delta2	0.00632955025527739	0.00987404007519297	0.0125060125060125
cproductos	0.00625413112149912	0.0310132340183361	0.0113035113035113
mpayroll_sobre_edad	0.00608716345356327	0.0180725671599225	0.00493025493025493
ctrx_quarter_delta1	0.0057194626228469	0.013190658001239	0.0122655122655123
Master_status	0.00536305687676988	0.006614528695243	0.00216450216450216
mprestamos_personales_delta2	0.00521840000631307	0.00818903664730016	0.00974025974025974
mrentabilidad_annual_lag1	0.00496175113495815	0.00335265127826079	0.0076960076960077
mprestamos_personales_lag2	0.00485160243686611	0.00157502909877603	0.00372775372775373
cdescubierto_preacordado_lag2	0.00456504739195068	7.68281606531722e-05	0.000601250601250601
Visa_cconsumos	0.00436727533459451	0.00192887689588189	0.00312650312650313
ccomisiones_mantenimiento_delta2	0.00415760943112003	0.00410214531361287	0.00649350649350649
mrentabilidad_annual_lag2	0.00405876324045418	0.00342903252080787	0.00817700817700818
Visa_mpagominimo_delta1	0.00388304564743938	0.00765381432773365	0.00661375661375661
mprestamos_personales_delta1	0.00363871888376698	0.00498347555097386	0.00577200577200577
mcuentas_saldo_delta2	0.00362381523769993	0.00829745836126636	0.00925925925925926
cproductos_delta1	0.00354764094256444	0.00687682786992444	0.00517075517075517
Master_Fvencimiento	0.00343840235373516	0.00335153939549857	0.0070947570947571
mcuenta_corriente_delta2	0.00336292315729437	0.00315038140130353	0.00721500721500722
mactivos_margen	0.0033626952431987	0.00957364306500396	0.00937950937950938
mcuenta_corriente_lag1	0.00332379058090923	0.00442904812428084	0.0082972582972583
ctarjeta_visa_delta2	0.00328086096687327	0.00165142271275857	0.00108225108225108
ccomisiones_mantenimiento	0.00320080377088617	0.00353989295398966	0.00420875420875421
mrentabilidad_annual_delta1	0.00308403411507155	0.0054274337911316	0.00733525733525734
mpasivos_margen_lag1	0.00301232194059096	0.00192972743206996	0.00432900432900433
mactivos_margen_lag1	0.00296098314975197	0.00669870548856105	0.00721500721500722
mtarjeta_master_consumo	0.00291593452493007	0.00654291354820795	0.00432900432900433
mcuentas_saldo_delta1	0.0028579646412341	0.00715034948300003	0.00901875901875902
numero_de_cliente	0.00277526488621077	0.00175642217838988	0.00637325637325637
mcuentas_saldo_lag2	0.00274767386357268	0.00130519881275664	0.00613275613275613
mcuentas_saldo_lag1	0.00273092233850912	0.00581442157098333	0.00661375661375661
