Feature	Gain	Cover	Frequency
ctrx_quarter	0.150014363987727	0.0715371688427318	0.0110710951047086
mcaja_ahorro	0.0628375095696953	0.061809149874052	0.0130718954248366
Visa_status	0.0520781929816653	0.0047740579458265	0.00240096038415366
mtarjeta_visa_consumo	0.0382060852508683	0.0419151040527687	0.0113378684807256
cpayroll_trx	0.0343224113548756	0.0477678873540666	0.0117380285447512
mcuentas_saldo	0.0281639989508357	0.0417590509546523	0.0186741363211951
ctarjeta_visa_transacciones	0.0264155587278645	0.0363036615163466	0.0102707749766573
ctarjeta_visa	0.0237687836241979	0.00434750028596998	0.00160064025610244
ctrx_quarter_lag1	0.0202322785919084	0.00420203420212395	0.00266773376017074
mprestamos_personales	0.0196327058195096	0.0175324002940956	0.0137388288648793
cdescubierto_preacordado_delta2	0.0184298975992254	0.00311685000629191	0.0014672535680939
mcuenta_corriente	0.0182882535673905	0.0114102371426456	0.0136054421768707
mcaja_ahorro_lag1	0.0178699206090273	0.0100967034893771	0.00386821395224757
foto_mes	0.0149798239095149	0.0103198838434431	0.0221421902094171
mpasivos_margen	0.0123791327321122	0.015765808440214	0.00666933440042684
mpayroll	0.0108125343018456	0.0327750985198478	0.00746965452847806
cdescubierto_preacordado	0.00916554484142501	0.00709287049513498	0.0050686941443244
mcuentas_saldo_lag1	0.00914229242795726	0.00342933703037626	0.00586901427237562
ctrx_quarter_delta1	0.00862148742437388	0.0202840363908432	0.0124049619847939
cproductos	0.00788665635639239	0.0233172540621035	0.00960384153661465
mcuenta_corriente_delta3	0.00751231380542407	0.00297347085907185	0.00720288115246098
Visa_mconsumototal	0.0074294966464063	0.00215926091266334	0.00320128051220488
ctrx_quarter_ma3	0.00739290948628294	0.00343329510117904	0.00346805388822196
mpayroll_sobre_edad	0.00692742883776009	0.0336959707308915	0.00666933440042684
mprestamos_personales_delta2	0.00657174744512227	0.00539804691928611	0.00386821395224757
Visa_mpagominimo	0.0063040788630762	0.0309916867691937	0.0118714152327598
ctrx_quarter_delta2	0.00621615903538438	0.00766035984855289	0.00680272108843537
cdescubierto_preacordado_lag1	0.00585511408613216	0.000101818134364723	0.00040016006402561
Master_status_ma3	0.00583933952341654	0.00605183948040051	0.00160064025610244
Visa_msaldototal	0.00570972534836538	0.00615864899847162	0.00453514739229025
Master_status	0.00566280925473691	0.00864211373878238	0.0025343470721622
cprestamos_personales_delta3	0.00546360858697043	0.00472931828983769	0.00440176070428171
Visa_mpagominimo_delta1	0.00533047906515606	0.0069036650631233	0.00706949446445245
mcuentas_saldo_delta3	0.00450979984076768	0.00595603588723642	0.00693610777644391
mpasivos_margen_ma3	0.00426171789103452	0.00500130046364141	0.0040016006402561
cproductos_delta3	0.00403180514625992	0.00882962067857658	0.00693610777644391
mcomisiones_lag3	0.00380980790699488	0.00884606482520237	0.00786981459250367
mcuenta_corriente_lag1	0.00378282464170844	0.00092183189722939	0.00280112044817927
Visa_status_ma3	0.00376256327007736	0.00614066122962128	0.0014672535680939
Visa_mpagominimo_delta3	0.00372955940712126	0.000687640540551622	0.00293450713618781
mcomisiones_mantenimiento_delta3	0.00364126076039481	0.00289459633333105	0.00520208083233293
mcuenta_corriente_delta2	0.00338492530997567	0.000495794702103189	0.00386821395224757
mrentabilidad_annual_lag3	0.00333855954346956	0.0045766139379617	0.00626917433640123
cproductos_lag1	0.00329885585699828	0.00249983526021859	0.00200080032012805
ctarjeta_visa_transacciones_delta3	0.00312110562717868	0.0104387503712913	0.00573562758436708
internet	0.00305159713529565	0.00304833907581535	0.00413498732826464
mcuentas_saldo_delta2	0.00300717981821624	0.00492576706758403	0.00640256102440976
mcomisiones_lag2	0.00299282912349177	0.00408958335414663	0.00573562758436708
mtarjeta_master_consumo	0.0029557208534698	0.00895242242755642	0.00493530745631586
mprestamos_personales_ma3	0.0029321966754785	0.00154446512353783	0.00360144057623049
ccomisiones_mantenimiento_delta3	0.00280078964295978	0.00634694044363982	0.0050686941443244
mrentabilidad_annual_lag2	0.00273368991213968	0.00209867374034936	0.00373482726423903
Visa_fechaalta	0.00269823753994996	0.0056314486928852	0.00573562758436708
mactivos_margen_ma3	0.00268766063181264	0.00498616382597229	0.00466853408029879
cproductos_delta2	0.00262684961124354	0.00366841060010967	0.00320128051220488
cproductos_delta1	0.00257289489468688	0.00758809141660865	0.0050686941443244
mtransferencias_recibidas	0.00252278159140357	0.00224198941626085	0.0050686941443244
cliente_antiguedad	0.00248808859558062	0.00618479663875245	0.0050686941443244
mcomisiones_delta3	0.00243330233549067	0.00068700074976118	0.00213418700813659
chomebanking_transacciones	0.00239080172325437	0.000868653096052363	0.00373482726423903
mrentabilidad_annual_delta1	0.00234552043352967	0.00327120968989556	0.00600240096038415
Visa_mpagominimo_ma3	0.00232367920235905	0.00489631638040493	0.00426837401627318
Visa_mfinanciacion_limite	0.0022610573613527	0.00101642953553055	0.0040016006402561
mprestamos_personales_delta1	0.00224371831232429	0.00594342032994392	0.00520208083233293
numero_de_cliente	0.00223072978867429	0.00189421234460843	0.00573562758436708
Master_fechaalta	0.00215752049509544	0.00493912143090835	0.00493530745631586
mcomisiones_mantenimiento_delta2	0.00214333342795182	0.00201949963003209	0.00360144057623049
internet_ma3	0.00211459714441418	0.00510099103974268	0.0050686941443244
mcuentas_saldo_delta1	0.00210350442557235	0.00412698064915941	0.00413498732826464
mprestamos_personales_delta3	0.00207041932966336	0.00130008027470281	0.00360144057623049
mcomisiones_mantenimiento	0.00201389058395518	0.00622893966444065	0.00573562758436708
mrentabilidad	0.00201169525413012	0.00024530137453085	0.00213418700813659
mrentabilidad_annual_ma3	0.00199647558430765	0.000600735624849835	0.0025343470721622
ctrx_quarter_delta3	0.00197046216427016	0.00313282954293892	0.0050686941443244
mcaja_ahorro_ma3	0.00195036101443817	0.00194108971427007	0.00293450713618781
ctrx_quarter_lag3	0.00193744464109438	0.00217051056739529	0.0040016006402561
ccallcenter_transacciones_ma3	0.00189430791481426	0.00453107200463249	0.0050686941443244
ctarjeta_visa_transacciones_delta2	0.00188103624930642	0.00221843902192694	0.00413498732826464
Master_Fvencimiento	0.00183723725359023	0.00128012235643428	0.00493530745631586
mrentabilidad_annual_delta2	0.00182337568139238	0.00131179961711822	0.00413498732826464
