num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.930064078976724	124
64	64	0.8	0.930034902304739	140
64	256	0.5	0.932064349662225	177
64	256	0.8	0.930095766891145	133
64	512	0.5	0.930987456211862	118
64	512	0.8	0.931549677133525	120
64	1024	0.5	0.932885261597446	235
64	1024	0.8	0.932000874705392	90
64	2048	0.5	0.933267234789008	192
64	2048	0.8	0.932274071448284	148
128	64	0.5	0.930771324149059	171
128	64	0.8	0.930849403963216	82
128	256	0.5	0.931254077464692	105
128	256	0.8	0.929413700228497	89
128	512	0.5	0.931666813376093	80
128	512	0.8	0.932110807647288	81
128	1024	0.5	0.933514493040951	94
128	1024	0.8	0.933886057793469	148
128	2048	0.5	0.932838605356401	118
128	2048	0.8	0.933086392290962	87
256	64	0.5	0.930313286745821	131
256	64	0.8	0.931689414558016	89
256	256	0.5	0.931680724337481	72
256	256	0.8	0.930116682897223	104
256	512	0.5	0.932311773127486	96
256	512	0.8	0.932683635263976	129
256	1024	0.5	0.933328165460742	97
256	1024	0.8	0.933741595268079	99
256	2048	0.5	0.932724872508187	151
256	2048	0.8	0.932713373661243	88
384	64	0.5	0.929926059770742	78
384	64	0.8	0.929862452643255	162
384	256	0.5	0.933029459781527	80
384	256	0.8	0.931042802673442	95
384	512	0.5	0.931140146360496	65
384	512	0.8	0.930677582112341	67
384	1024	0.5	0.933381760661149	88
384	1024	0.8	0.933984062333795	86
384	2048	0.5	0.932714563197134	141
384	2048	0.8	0.932917577322476	134
512	64	0.5	0.929145294671831	238
512	64	0.8	0.930775487524676	111
512	256	0.5	0.930617874019162	78
512	256	0.8	0.930519572094863	71
512	512	0.5	0.932334770821372	71
512	512	0.8	0.930929730678501	107
512	1024	0.5	0.933257916757864	84
512	1024	0.8	0.934155950269998	95
512	2048	0.5	0.932714563197134	141
512	2048	0.8	0.932917577322476	134
