num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.930163999991541	95
64	64	0.8	0.931622668377484	131
64	256	0.5	0.930753150684062	94
64	256	0.8	0.931842567303941	104
64	512	0.5	0.932061276694507	100
64	512	0.8	0.931605023595105	109
64	1024	0.5	0.931970971094806	145
64	1024	0.8	0.932816731113078	92
64	2048	0.5	0.932394049359924	94
64	2048	0.8	0.932614510011663	176
128	64	0.5	0.931445328401782	137
128	64	0.8	0.931102180339985	92
128	256	0.5	0.931573368723348	88
128	256	0.8	0.931678807862991	110
128	512	0.5	0.931999288657537	90
128	512	0.8	0.932203426233443	100
128	1024	0.5	0.931975729238369	109
128	1024	0.8	0.932986570404136	134
128	2048	0.5	0.932287123300418	131
128	2048	0.8	0.93150229395388	122
256	64	0.5	0.929619390809593	168
256	64	0.8	0.93143885203971	93
256	256	0.5	0.930578123694815	69
256	256	0.8	0.930624746893197	105
256	512	0.5	0.933216580385663	69
256	512	0.8	0.933756662722694	95
256	1024	0.5	0.933135658902434	126
256	1024	0.8	0.933559794532787	102
256	2048	0.5	0.933177358743935	128
256	2048	0.8	0.931680922593463	103
384	64	0.5	0.928880490765501	125
384	64	0.8	0.931571353120866	131
384	256	0.5	0.931301791070974	102
384	256	0.8	0.931163011883728	73
384	512	0.5	0.933005470807732	76
384	512	0.8	0.93287382883583	114
384	1024	0.5	0.932589133245995	118
384	1024	0.8	0.93397864333696	102
384	2048	0.5	0.933302458268438	129
384	2048	0.8	0.932283752948727	143
512	64	0.5	0.929265503882116	122
512	64	0.8	0.929751197994813	106
512	256	0.5	0.930285101353745	73
512	256	0.8	0.932050339572845	82
512	512	0.5	0.933321887354652	76
512	512	0.8	0.930522843318562	106
512	1024	0.5	0.933239016354268	95
512	1024	0.8	0.933561380580642	84
512	2048	0.5	0.933302458268438	129
512	2048	0.8	0.932283752948727	143
